datetime,open,high,low,close,volume
2005-04-10T21:00:00.000000000Z,1.8852,1.8934,1.8815,1.8909,28306
2005-04-11T21:00:00.000000000Z,1.8909,1.898,1.883,1.8922,32466
2005-04-12T21:00:00.000000000Z,1.8921,1.8955,1.8874,1.8944,31620
2005-04-13T21:00:00.000000000Z,1.8944,1.8949,1.876,1.8816,31667
2005-04-14T21:00:00.000000000Z,1.8816,1.8949,1.87715,1.8927,31242
2005-04-16T21:00:00.000000000Z,1.8916,1.8932,1.8902,1.893,232
2005-04-17T21:00:00.000000000Z,1.893,1.9057,1.8886,1.9037,33303
2005-04-18T21:00:00.000000000Z,1.9037,1.9203,1.9002,1.9184,34866
2005-04-19T21:00:00.000000000Z,1.9184,1.9219,1.9099,1.9192,33920
2005-04-20T21:00:00.000000000Z,1.919,1.92175,1.9065,1.90855,35019
2005-04-21T21:00:00.000000000Z,1.90875,1.9169,1.9056,1.9144,32610
2005-04-22T21:00:00.000000000Z,1.9142,1.9142,1.9142,1.9142,2
2005-04-23T21:00:00.000000000Z,1.9146,1.9159,1.9132,1.9151,178
2005-04-24T21:00:00.000000000Z,1.9151,1.9171,1.9079,1.91135,32439
2005-04-25T21:00:00.000000000Z,1.91175,1.91325,1.9022,1.90595,32714
2005-04-26T21:00:00.000000000Z,1.90595,1.9095,1.899,1.90585,33295
2005-04-27T21:00:00.000000000Z,1.90585,1.9108,1.9017,1.906,34745
2005-04-28T21:00:00.000000000Z,1.9059,1.9161,1.9055,1.9088,36213
2005-04-30T21:00:00.000000000Z,1.9085,1.9085,1.9066,1.9074,145
2005-05-01T21:00:00.000000000Z,1.9074,1.9076,1.89255,1.89485,12128
2005-05-02T21:00:00.000000000Z,1.89485,1.89595,1.8887,1.89255,32809
2005-05-03T21:00:00.000000000Z,1.89265,1.9035,1.89185,1.9024,33797
2005-05-04T21:00:00.000000000Z,1.9024,1.9077,1.89975,1.90665,33007
2005-05-05T21:00:00.000000000Z,1.90645,1.90655,1.8897,1.8909,30644
2005-05-07T21:00:00.000000000Z,1.8904,1.8909,1.8904,1.8907,159
2005-05-08T21:00:00.000000000Z,1.8904,1.8913,1.8806,1.8839,31494
2005-05-09T21:00:00.000000000Z,1.8838,1.8869,1.8764,1.8826,32047
2005-05-10T21:00:00.000000000Z,1.8826,1.8912,1.8697,1.8729,33271
2005-05-11T21:00:00.000000000Z,1.8729,1.8737,1.8602,1.8651,28184
2005-05-12T21:00:00.000000000Z,1.8651,1.86595,1.8484,1.8506,24983
2005-05-13T21:00:00.000000000Z,1.8506,1.8506,1.8506,1.8506,1
2005-05-14T21:00:00.000000000Z,1.8495,1.8511,1.8495,1.8507,561
2005-05-15T21:00:00.000000000Z,1.8507,1.851,1.83325,1.8382,30931
2005-05-16T21:00:00.000000000Z,1.8382,1.8426,1.8322,1.8337,34071
2005-05-17T21:00:00.000000000Z,1.8337,1.8412,1.82925,1.8402,31549
2005-05-18T21:00:00.000000000Z,1.8402,1.8435,1.8322,1.8363,27485
2005-05-19T21:00:00.000000000Z,1.8367,1.8393,1.8235,1.8271,26318
2005-05-20T21:00:00.000000000Z,1.8271,1.8271,1.8271,1.8271,1
2005-05-21T21:00:00.000000000Z,1.8274,1.82815,1.8247,1.8263,394
2005-05-22T21:00:00.000000000Z,1.8264,1.8316,1.82435,1.8303,29808
2005-05-23T21:00:00.000000000Z,1.8302,1.836,1.8262,1.8274,35029
2005-05-24T21:00:00.000000000Z,1.8274,1.8335,1.8249,1.8315,32527
2005-05-25T21:00:00.000000000Z,1.8315,1.8326,1.8189,1.8201,31274
2005-05-26T21:00:00.000000000Z,1.8201,1.8274,1.81985,1.8243,27492
2005-05-27T21:00:00.000000000Z,1.8243,1.8243,1.8243,1.8243,3
2005-05-28T21:00:00.000000000Z,1.8241,1.8241,1.8208,1.8233,843
2005-05-29T21:00:00.000000000Z,1.8233,1.8257,1.81955,1.82355,17430
2005-05-30T21:00:00.000000000Z,1.82355,1.8257,1.81045,1.8172,35695
2005-05-31T21:00:00.000000000Z,1.8172,1.8226,1.8078,1.8094,30455
2005-06-01T21:00:00.000000000Z,1.8096,1.8207,1.8086,1.8153,35018
2005-06-02T21:00:00.000000000Z,1.8153,1.82375,1.8101,1.8156,23910
2005-06-03T21:00:00.000000000Z,1.8156,1.8156,1.8156,1.8156,1
2005-06-04T21:00:00.000000000Z,1.815,1.815,1.8117,1.8133,488
2005-06-05T21:00:00.000000000Z,1.8133,1.8248,1.8127,1.8244,30432
2005-06-06T21:00:00.000000000Z,1.8245,1.8353,1.8205,1.8351,32589
2005-06-07T21:00:00.000000000Z,1.8351,1.8403,1.8222,1.8231,35415
2005-06-08T21:00:00.000000000Z,1.8231,1.8287,1.8176,1.8207,33547
2005-06-09T21:00:00.000000000Z,1.8205,1.8264,1.811,1.8125,33938
2005-06-10T21:00:00.000000000Z,1.8125,1.8125,1.8125,1.8125,2
2005-06-11T21:00:00.000000000Z,1.8125,1.8125,1.8115,1.8122,528
2005-06-12T21:00:00.000000000Z,1.8122,1.8129,1.8002,1.8067,33876
2005-06-13T21:00:00.000000000Z,1.8066,1.8155,1.8031,1.8061,36353
2005-06-14T21:00:00.000000000Z,1.8061,1.8249,1.8045,1.8226,35237
2005-06-15T21:00:00.000000000Z,1.8225,1.829,1.8169,1.8225,35657
2005-06-16T21:00:00.000000000Z,1.8225,1.8309,1.8192,1.8309,34682
2005-06-17T21:00:00.000000000Z,1.8309,1.8309,1.8309,1.8309,2
2005-06-18T21:00:00.000000000Z,1.8311,1.8311,1.8249,1.8256,679
2005-06-19T21:00:00.000000000Z,1.8256,1.8289,1.8212,1.8247,32622
2005-06-20T21:00:00.000000000Z,1.8246,1.8299,1.8167,1.8295,34989
2005-06-21T21:00:00.000000000Z,1.8295,1.8332,1.8181,1.822,35741
2005-06-22T21:00:00.000000000Z,1.8219,1.8233,1.814,1.8153,35353
2005-06-23T21:00:00.000000000Z,1.8153,1.825,1.81235,1.8245,32913
2005-06-25T21:00:00.000000000Z,1.8239,1.8239,1.8226,1.8237,399
2005-06-26T21:00:00.000000000Z,1.8237,1.8316,1.8222,1.8287,31163
2005-06-27T21:00:00.000000000Z,1.8287,1.8294,1.8144,1.8146,34500
2005-06-28T21:00:00.000000000Z,1.8146,1.81805,1.7997,1.8062,40010
2005-06-29T21:00:00.000000000Z,1.8062,1.8106,1.7873,1.7917,38671
2005-06-30T21:00:00.000000000Z,1.7915,1.7919,1.7674,1.7676,33943
2005-07-02T21:00:00.000000000Z,1.7673,1.7689,1.7657,1.7662,435
2005-07-03T21:00:00.000000000Z,1.7662,1.7663,1.7571,1.75955,25949
2005-07-04T21:00:00.000000000Z,1.75955,1.76205,1.7505,1.7564,36748
2005-07-05T21:00:00.000000000Z,1.7565,1.761,1.7517,1.7541,36816
2005-07-06T21:00:00.000000000Z,1.7541,1.75445,1.7403,1.7447,29420
2005-07-07T21:00:00.000000000Z,1.7447,1.745,1.73125,1.7381,38665
2005-07-09T21:00:00.000000000Z,1.7377,1.7389,1.7377,1.7384,462
2005-07-10T21:00:00.000000000Z,1.7384,1.7591,1.7359,1.7578,37713
2005-07-11T21:00:00.000000000Z,1.7578,1.7786,1.755,1.7781,46531
2005-07-12T21:00:00.000000000Z,1.778,1.7789,1.7526,1.7646,35284
2005-07-13T21:00:00.000000000Z,1.7646,1.7648,1.755,1.7567,34437
2005-07-14T21:00:00.000000000Z,1.7567,1.7637,1.7511,1.752,30207
2005-07-15T21:00:00.000000000Z,1.752,1.752,1.752,1.752,1
2005-07-16T21:00:00.000000000Z,1.752,1.7522,1.7514,1.7515,142
2005-07-17T21:00:00.000000000Z,1.7518,1.7559,1.7455,1.7486,30839
2005-07-18T21:00:00.000000000Z,1.7484,1.7492,1.7343,1.7405,35514
2005-07-19T21:00:00.000000000Z,1.7404,1.7457,1.7274,1.7375,40223
2005-07-20T21:00:00.000000000Z,1.7375,1.76205,1.7371,1.7516,41444
2005-07-21T21:00:00.000000000Z,1.7516,1.7572,1.7358,1.739,36397
2005-07-22T21:00:00.000000000Z,1.739,1.739,1.739,1.739,3
2005-07-23T21:00:00.000000000Z,1.7388,1.7432,1.7383,1.7385,88
2005-07-24T21:00:00.000000000Z,1.7385,1.7474,1.7331,1.746,31135
2005-07-25T21:00:00.000000000Z,1.746,1.7474,1.7348,1.7373,34764
2005-07-26T21:00:00.000000000Z,1.7373,1.7474,1.7337,1.7444,34076
2005-07-27T21:00:00.000000000Z,1.7445,1.7598,1.7404,1.7561,35207
2005-07-28T21:00:00.000000000Z,1.756,1.7613,1.7517,1.7578,34179
2005-07-29T21:00:00.000000000Z,1.758,1.758,1.758,1.758,1
2005-07-30T21:00:00.000000000Z,1.7588,1.7593,1.7565,1.7565,80
2005-07-31T21:00:00.000000000Z,1.7565,1.77335,1.7541,1.76805,34296
2005-08-01T21:00:00.000000000Z,1.76805,1.77535,1.7667,1.77085,34308
2005-08-02T21:00:00.000000000Z,1.77085,1.7831,1.7651,1.77755,35780
2005-08-03T21:00:00.000000000Z,1.77755,1.78255,1.77135,1.78065,35762
2005-08-04T21:00:00.000000000Z,1.78065,1.7825,1.77155,1.7794,32752
2005-08-05T21:00:00.000000000Z,1.7794,1.7794,1.7794,1.7794,1
2005-08-06T21:00:00.000000000Z,1.7793,1.7793,1.777,1.7784,61
2005-08-07T21:00:00.000000000Z,1.7785,1.79025,1.7732,1.78475,29308
2005-08-08T21:00:00.000000000Z,1.78485,1.7919,1.7821,1.7874,31328
2005-08-09T21:00:00.000000000Z,1.7875,1.79785,1.7864,1.79525,33481
2005-08-10T21:00:00.000000000Z,1.79545,1.81155,1.79495,1.811,35128
2005-08-11T21:00:00.000000000Z,1.811,1.8179,1.8076,1.8148,32384
2005-08-12T21:00:00.000000000Z,1.8147,1.8147,1.8147,1.8147,2
2005-08-13T21:00:00.000000000Z,1.8145,1.8169,1.8139,1.8166,118
2005-08-14T21:00:00.000000000Z,1.8167,1.817,1.80725,1.81175,29475
2005-08-15T21:00:00.000000000Z,1.81175,1.81465,1.80405,1.81145,32858
2005-08-16T21:00:00.000000000Z,1.81145,1.81295,1.80205,1.80585,34658
2005-08-17T21:00:00.000000000Z,1.80595,1.80925,1.79155,1.79545,35632
2005-08-18T21:00:00.000000000Z,1.79545,1.7977,1.78915,1.7948,30697
2005-08-19T21:00:00.000000000Z,1.7948,1.7948,1.7948,1.7948,1
2005-08-20T21:00:00.000000000Z,1.7951,1.7977,1.7951,1.7964,91
2005-08-21T21:00:00.000000000Z,1.7965,1.80465,1.7946,1.80025,31872
2005-08-22T21:00:00.000000000Z,1.80015,1.8021,1.79615,1.80185,31591
2005-08-23T21:00:00.000000000Z,1.80185,1.80295,1.79055,1.80095,32733
2005-08-24T21:00:00.000000000Z,1.80095,1.8083,1.79785,1.80305,33725
2005-08-25T21:00:00.000000000Z,1.80295,1.80975,1.7992,1.8002,31336
2005-08-26T21:00:00.000000000Z,1.8004,1.8004,1.8002,1.8002,3
2005-08-27T21:00:00.000000000Z,1.8003,1.8033,1.8003,1.8024,87
2005-08-28T21:00:00.000000000Z,1.8024,1.8087,1.7928,1.7966,26269
2005-08-29T21:00:00.000000000Z,1.7965,1.7968,1.782,1.7865,34137
2005-08-30T21:00:00.000000000Z,1.7865,1.8057,1.78195,1.8041,36063
2005-08-31T21:00:00.000000000Z,1.8041,1.8364,1.8007,1.8342,37548
2005-09-01T21:00:00.000000000Z,1.8344,1.84475,1.8302,1.8418,34685
2005-09-02T21:00:00.000000000Z,1.8418,1.8418,1.8418,1.8418,1
2005-09-03T21:00:00.000000000Z,1.8423,1.8425,1.84,1.8405,76
2005-09-04T21:00:00.000000000Z,1.8405,1.8499,1.8374,1.8446,25418
2005-09-05T21:00:00.000000000Z,1.8445,1.84675,1.83745,1.84265,36174
2005-09-06T21:00:00.000000000Z,1.84265,1.84625,1.83525,1.83665,37814
2005-09-07T21:00:00.000000000Z,1.83665,1.84425,1.8331,1.83555,36092
2005-09-08T21:00:00.000000000Z,1.83575,1.84265,1.83215,1.8393,35026
2005-09-09T21:00:00.000000000Z,1.8389,1.8389,1.8388,1.8388,2
2005-09-10T21:00:00.000000000Z,1.8403,1.8414,1.8395,1.8403,290
2005-09-11T21:00:00.000000000Z,1.8402,1.8429,1.81855,1.81995,37101
2005-09-12T21:00:00.000000000Z,1.81995,1.8253,1.81835,1.8223,36070
2005-09-13T21:00:00.000000000Z,1.8224,1.83035,1.82145,1.82375,34641
2005-09-14T21:00:00.000000000Z,1.82385,1.82475,1.80395,1.80595,37505
2005-09-15T21:00:00.000000000Z,1.80595,1.81475,1.80195,1.8082,34709
2005-09-16T21:00:00.000000000Z,1.8082,1.8082,1.8081,1.8081,3
2005-09-17T21:00:00.000000000Z,1.8084,1.8084,1.8018,1.804,642
2005-09-18T21:00:00.000000000Z,1.8039,1.80655,1.79715,1.80235,34719
2005-09-19T21:00:00.000000000Z,1.80235,1.80835,1.7981,1.7982,35857
2005-09-20T21:00:00.000000000Z,1.7981,1.81285,1.7961,1.80955,36590
2005-09-21T21:00:00.000000000Z,1.80965,1.8149,1.7881,1.7906,36485
2005-09-22T21:00:00.000000000Z,1.7906,1.793,1.7753,1.7755,34509
2005-09-23T21:00:00.000000000Z,1.7755,1.7755,1.7755,1.7755,1
2005-09-24T21:00:00.000000000Z,1.775,1.77545,1.76765,1.77115,100
2005-09-25T21:00:00.000000000Z,1.77115,1.77945,1.77065,1.77905,34879
2005-09-26T21:00:00.000000000Z,1.77915,1.77985,1.76385,1.7664,35929
2005-09-27T21:00:00.000000000Z,1.7665,1.7719,1.76075,1.76785,37447
2005-09-28T21:00:00.000000000Z,1.76795,1.77015,1.75945,1.76145,35283
2005-09-29T21:00:00.000000000Z,1.76145,1.77325,1.75685,1.7643,35722
2005-09-30T21:00:00.000000000Z,1.7643,1.7643,1.7643,1.7643,1
2005-10-01T21:00:00.000000000Z,1.7645,1.7645,1.7629,1.763,168
2005-10-02T21:00:00.000000000Z,1.763,1.7635,1.75195,1.75485,32402
2005-10-03T21:00:00.000000000Z,1.75485,1.76235,1.75135,1.75895,34002
2005-10-04T21:00:00.000000000Z,1.75885,1.76605,1.75755,1.76225,31225
2005-10-05T21:00:00.000000000Z,1.76225,1.78115,1.76205,1.77875,39128
2005-10-06T21:00:00.000000000Z,1.77895,1.77935,1.75765,1.7612,32890
2005-10-07T21:00:00.000000000Z,1.7616,1.7616,1.7613,1.7613,2
2005-10-08T21:00:00.000000000Z,1.7617,1.7628,1.7584,1.76,131
2005-10-09T21:00:00.000000000Z,1.76,1.76345,1.75155,1.7564,31150
2005-10-10T21:00:00.000000000Z,1.7563,1.7564,1.74425,1.74635,36455
2005-10-11T21:00:00.000000000Z,1.74655,1.75495,1.73915,1.75175,35656
2005-10-12T21:00:00.000000000Z,1.75165,1.75735,1.74455,1.75675,37222
2005-10-13T21:00:00.000000000Z,1.75675,1.77065,1.74845,1.7686,35078
2005-10-14T21:00:00.000000000Z,1.7685,1.7685,1.7683,1.7685,3
2005-10-15T21:00:00.000000000Z,1.7689,1.7691,1.7683,1.7685,9
2005-10-16T21:00:00.000000000Z,1.7685,1.7733,1.75275,1.75425,34278
2005-10-17T21:00:00.000000000Z,1.75425,1.75495,1.7423,1.751,35569
2005-10-18T21:00:00.000000000Z,1.7511,1.76675,1.74265,1.76525,37872
2005-10-19T21:00:00.000000000Z,1.76515,1.77505,1.7597,1.77435,40583
2005-10-20T21:00:00.000000000Z,1.77445,1.77975,1.76375,1.7686,35645
2005-10-21T21:00:00.000000000Z,1.7686,1.7686,1.7686,1.7686,1
2005-10-22T21:00:00.000000000Z,1.7688,1.7688,1.7654,1.7661,52
2005-10-23T21:00:00.000000000Z,1.7661,1.77315,1.7647,1.76905,32604
2005-10-24T21:00:00.000000000Z,1.76905,1.78685,1.76345,1.78455,38526
2005-10-25T21:00:00.000000000Z,1.78455,1.78685,1.77145,1.77475,38821
2005-10-26T21:00:00.000000000Z,1.77495,1.79045,1.77365,1.78335,48543
2005-10-27T21:00:00.000000000Z,1.78345,1.78595,1.7731,1.7735,43094
2005-10-28T21:00:00.000000000Z,1.7735,1.7735,1.7735,1.7735,4
2005-10-29T21:00:00.000000000Z,1.7734,1.7747,1.7732,1.7746,121
2005-10-30T22:00:00.000000000Z,1.7746,1.78235,1.76745,1.76985,45135
2005-10-31T22:00:00.000000000Z,1.76995,1.77255,1.76085,1.76545,45992
2005-11-01T22:00:00.000000000Z,1.76545,1.77715,1.76255,1.77685,44943
2005-11-02T22:00:00.000000000Z,1.77695,1.77945,1.76945,1.77095,37234
2005-11-03T22:00:00.000000000Z,1.77095,1.7714,1.74585,1.7498,43954
2005-11-04T22:00:00.000000000Z,1.7498,1.7498,1.7498,1.7498,2
2005-11-05T22:00:00.000000000Z,1.7496,1.7503,1.7483,1.7486,96
2005-11-06T22:00:00.000000000Z,1.7484,1.7521,1.73905,1.74415,45973
2005-11-07T22:00:00.000000000Z,1.74425,1.74475,1.73275,1.74465,43377
2005-11-08T22:00:00.000000000Z,1.74485,1.74615,1.73635,1.74345,45481
2005-11-09T22:00:00.000000000Z,1.74345,1.75175,1.74015,1.74155,44690
2005-11-10T22:00:00.000000000Z,1.74145,1.7436,1.73755,1.7423,35117
2005-11-11T22:00:00.000000000Z,1.7423,1.7423,1.7423,1.7423,3
2005-11-12T22:00:00.000000000Z,1.7423,1.7426,1.7417,1.7423,111
2005-11-13T22:00:00.000000000Z,1.7424,1.74975,1.73435,1.73715,45582
2005-11-14T22:00:00.000000000Z,1.73715,1.73995,1.73065,1.73545,46886
2005-11-15T22:00:00.000000000Z,1.73545,1.73725,1.71385,1.71665,46529
2005-11-16T22:00:00.000000000Z,1.71655,1.72255,1.715,1.71925,46973
2005-11-17T22:00:00.000000000Z,1.71925,1.7229,1.70975,1.7178,44258
2005-11-18T22:00:00.000000000Z,1.7178,1.7178,1.7178,1.7178,2
2005-11-19T22:00:00.000000000Z,1.7178,1.7184,1.7156,1.7174,105
2005-11-20T22:00:00.000000000Z,1.717,1.72455,1.7144,1.71545,44876
2005-11-21T22:00:00.000000000Z,1.71545,1.72385,1.70655,1.72245,41954
2005-11-22T22:00:00.000000000Z,1.72255,1.726,1.7177,1.72385,36812
2005-11-23T22:00:00.000000000Z,1.72405,1.72875,1.7202,1.7229,28046
2005-11-24T22:00:00.000000000Z,1.7228,1.7233,1.71245,1.7146,33068
2005-11-26T22:00:00.000000000Z,1.7151,1.7151,1.7125,1.7128,248
2005-11-27T22:00:00.000000000Z,1.7128,1.73465,1.70495,1.7298,39817
2005-11-28T22:00:00.000000000Z,1.7299,1.7301,1.71435,1.7181,39880
2005-11-29T22:00:00.000000000Z,1.7181,1.73485,1.7165,1.72935,40924
2005-11-30T22:00:00.000000000Z,1.72955,1.73415,1.72615,1.73125,40454
2005-12-01T22:00:00.000000000Z,1.73115,1.738,1.72495,1.7328,37377
2005-12-02T22:00:00.000000000Z,1.7328,1.7328,1.7328,1.7328,1
2005-12-03T22:00:00.000000000Z,1.733,1.7341,1.7316,1.732,475
2005-12-04T22:00:00.000000000Z,1.732,1.74425,1.7272,1.74215,38629
2005-12-05T22:00:00.000000000Z,1.74235,1.74535,1.73135,1.74045,37294
2005-12-06T22:00:00.000000000Z,1.74045,1.743,1.7291,1.73545,35960
2005-12-07T22:00:00.000000000Z,1.73535,1.75605,1.7324,1.75325,38069
2005-12-08T22:00:00.000000000Z,1.75305,1.75665,1.74635,1.7548,35112
2005-12-09T22:00:00.000000000Z,1.7548,1.7548,1.7548,1.7548,1
2005-12-10T22:00:00.000000000Z,1.7545,1.7557,1.7501,1.7502,809
2005-12-11T22:00:00.000000000Z,1.7502,1.77725,1.7494,1.77615,40079
2005-12-12T22:00:00.000000000Z,1.77625,1.7782,1.76545,1.77015,41427
2005-12-13T22:00:00.000000000Z,1.77015,1.78085,1.7683,1.77305,41978
2005-12-14T22:00:00.000000000Z,1.77305,1.77505,1.76135,1.76515,41232
2005-12-15T22:00:00.000000000Z,1.76525,1.77465,1.7626,1.7727,36812
2005-12-17T22:00:00.000000000Z,1.773,1.773,1.7691,1.7692,579
2005-12-18T22:00:00.000000000Z,1.7691,1.7733,1.75925,1.7629,36622
2005-12-19T22:00:00.000000000Z,1.763,1.76855,1.75285,1.7548,40641
2005-12-20T22:00:00.000000000Z,1.7548,1.7594,1.73825,1.745,38090
