datetime,open,close,high,low
20/01/2020 17:00,0.6886,0.6871,0.6889,0.6867
20/01/2020 21:00,0.6871,0.6862,0.6871,0.6859
21/01/2020 1:00,0.6861,0.687,0.6873,0.6855
21/01/2020 5:00,0.687,0.6873,0.6877,0.6867
21/01/2020 9:00,0.6873,0.6861,0.6881,0.6857
21/01/2020 13:00,0.6861,0.6861,0.6868,0.6853
21/01/2020 17:00,0.6861,0.6855,0.6866,0.6844
21/01/2020 21:00,0.6855,0.6867,0.6876,0.6854
22/01/2020 1:00,0.6867,0.6852,0.6871,0.685
22/01/2020 5:00,0.6852,0.6845,0.6853,0.6843
22/01/2020 9:00,0.6845,0.6832,0.6848,0.6827
22/01/2020 13:00,0.6832,0.6842,0.6844,0.6832
22/01/2020 17:00,0.6842,0.6844,0.6845,0.6832
22/01/2020 21:00,0.6844,0.6848,0.6856,0.6842
23/01/2020 1:00,0.6848,0.6838,0.6855,0.6833
23/01/2020 5:00,0.6838,0.6844,0.6846,0.6837
23/01/2020 9:00,0.6844,0.6872,0.6879,0.6839
23/01/2020 13:00,0.6872,0.6861,0.6879,0.6858
23/01/2020 17:00,0.6861,0.6871,0.6876,0.6857
23/01/2020 21:00,0.6871,0.6866,0.6877,0.6865
24/01/2020 1:00,0.6866,0.684,0.687,0.683
24/01/2020 5:00,0.684,0.6847,0.685,0.6838
24/01/2020 9:00,0.6847,0.6843,0.6851,0.6838
24/01/2020 13:00,0.6843,0.6846,0.685,0.6841
24/01/2020 17:00,0.6846,0.6838,0.6857,0.6838
24/01/2020 21:00,0.6838,0.6845,0.685,0.6834
25/01/2020 1:00,0.6845,0.6824,0.6848,0.6818
25/01/2020 5:00,0.6824,0.6832,0.6833,0.6818
27/01/2020 5:00,0.6817,0.6813,0.6827,0.681
27/01/2020 9:00,0.6813,0.6809,0.6819,0.6801
27/01/2020 13:00,0.6809,0.6807,0.6809,0.6801
27/01/2020 17:00,0.6807,0.6776,0.6807,0.6771
27/01/2020 21:00,0.6776,0.6772,0.6778,0.6765
28/01/2020 1:00,0.6772,0.676,0.6774,0.6752
28/01/2020 5:00,0.676,0.6761,0.6763,0.6757
28/01/2020 9:00,0.6761,0.6753,0.6762,0.6747
28/01/2020 13:00,0.6753,0.6764,0.6765,0.6748
28/01/2020 17:00,0.6764,0.6747,0.6764,0.6737
28/01/2020 21:00,0.6747,0.6755,0.6758,0.6741
29/01/2020 1:00,0.6755,0.6748,0.6758,0.6746
29/01/2020 5:00,0.6748,0.6762,0.6764,0.6748
29/01/2020 9:00,0.6762,0.6764,0.6773,0.6755
29/01/2020 13:00,0.6764,0.677,0.6777,0.6762
29/01/2020 17:00,0.677,0.6753,0.6771,0.6751
29/01/2020 21:00,0.6753,0.6745,0.6755,0.6743
30/01/2020 1:00,0.6745,0.6748,0.675,0.6735
30/01/2020 5:00,0.6748,0.6754,0.6763,0.6742
30/01/2020 9:00,0.6754,0.6744,0.6755,0.6737
30/01/2020 13:00,0.6744,0.6737,0.6746,0.6731
30/01/2020 17:00,0.6737,0.6733,0.674,0.6722
30/01/2020 21:00,0.6733,0.6719,0.6734,0.6715
31/01/2020 1:00,0.6719,0.6706,0.672,0.67
31/01/2020 5:00,0.6706,0.6722,0.6724,0.6706
31/01/2020 9:00,0.6722,0.6715,0.673,0.6706
31/01/2020 13:00,0.6715,0.672,0.6724,0.671
31/01/2020 17:00,0.672,0.6689,0.672,0.6684
31/01/2020 21:00,0.6689,0.6703,0.6704,0.6683
1/02/2020 1:00,0.6703,0.6697,0.6706,0.6687
1/02/2020 5:00,0.6697,0.6692,0.6698,0.6686
3/02/2020 5:00,0.6688,0.6685,0.6702,0.6682
3/02/2020 9:00,0.6685,0.6698,0.6705,0.6684
3/02/2020 13:00,0.6698,0.6703,0.6704,0.6684
3/02/2020 17:00,0.6703,0.6698,0.6707,0.6686
3/02/2020 21:00,0.6698,0.6696,0.6704,0.669
4/02/2020 1:00,0.6696,0.6688,0.6707,0.6684
4/02/2020 5:00,0.6688,0.6692,0.6693,0.6687
4/02/2020 9:00,0.6692,0.6693,0.6696,0.6679
4/02/2020 13:00,0.6693,0.6716,0.6725,0.6683
4/02/2020 17:00,0.6716,0.6709,0.6732,0.6707
4/02/2020 21:00,0.6709,0.6721,0.6725,0.6706
5/02/2020 1:00,0.6721,0.6736,0.6738,0.6721
5/02/2020 5:00,0.6736,0.6739,0.6742,0.6733
5/02/2020 9:00,0.6739,0.6744,0.6744,0.6724
5/02/2020 13:00,0.6744,0.6737,0.6745,0.6733
5/02/2020 17:00,0.6737,0.6771,0.6774,0.6735
5/02/2020 21:00,0.6771,0.677,0.6772,0.6754
6/02/2020 1:00,0.677,0.6745,0.6772,0.6742
6/02/2020 5:00,0.6745,0.6746,0.6747,0.6742
6/02/2020 9:00,0.6746,0.6753,0.6763,0.6745
6/02/2020 13:00,0.6753,0.6759,0.6765,0.6748
6/02/2020 17:00,0.6759,0.6742,0.6761,0.6738
6/02/2020 21:00,0.6742,0.6754,0.6759,0.6742
7/02/2020 1:00,0.6754,0.6738,0.6755,0.6731
7/02/2020 5:00,0.6738,0.673,0.674,0.6727
7/02/2020 9:00,0.673,0.6717,0.6736,0.6713
7/02/2020 13:00,0.6717,0.6718,0.6724,0.6712
7/02/2020 17:00,0.6718,0.6683,0.6724,0.6683
7/02/2020 21:00,0.6683,0.6675,0.6687,0.6672
8/02/2020 1:00,0.6675,0.6677,0.669,0.6662
8/02/2020 5:00,0.6677,0.6673,0.6681,0.6673
10/02/2020 5:00,0.668,0.6667,0.6682,0.666
10/02/2020 9:00,0.6667,0.6689,0.669,0.6667
10/02/2020 13:00,0.6689,0.6703,0.6706,0.6687
10/02/2020 17:00,0.6703,0.6694,0.6707,0.6688
10/02/2020 21:00,0.6694,0.6683,0.67,0.6683
11/02/2020 1:00,0.6683,0.6673,0.6693,0.6672
11/02/2020 5:00,0.6673,0.6687,0.6687,0.6673
11/02/2020 9:00,0.6687,0.6701,0.6707,0.6681
11/02/2020 13:00,0.6701,0.6715,0.6715,0.6697
11/02/2020 17:00,0.6715,0.6707,0.6719,0.6705
11/02/2020 21:00,0.6707,0.6711,0.6712,0.6699
12/02/2020 1:00,0.6711,0.6712,0.6737,0.6709
12/02/2020 5:00,0.6712,0.6714,0.6716,0.6708
12/02/2020 9:00,0.6714,0.6731,0.6734,0.6712
12/02/2020 13:00,0.6731,0.6727,0.6737,0.6727
12/02/2020 17:00,0.6727,0.6739,0.6749,0.6724
12/02/2020 21:00,0.6739,0.674,0.6749,0.6739
13/02/2020 1:00,0.674,0.6739,0.675,0.6733
13/02/2020 5:00,0.6739,0.6737,0.6742,0.6733
13/02/2020 9:00,0.6737,0.6727,0.6738,0.6707
13/02/2020 13:00,0.6727,0.6719,0.6729,0.6714
13/02/2020 17:00,0.6719,0.6727,0.6738,0.6712
13/02/2020 21:00,0.6727,0.6734,0.6736,0.6722
14/02/2020 1:00,0.6734,0.6723,0.6745,0.6723
14/02/2020 5:00,0.6723,0.6719,0.6726,0.6717
14/02/2020 9:00,0.6719,0.6724,0.6726,0.671
14/02/2020 13:00,0.6724,0.672,0.6732,0.6717
14/02/2020 17:00,0.672,0.6723,0.673,0.6717
14/02/2020 21:00,0.6723,0.6723,0.6725,0.671
15/02/2020 1:00,0.6723,0.6714,0.6726,0.6712
15/02/2020 5:00,0.6714,0.6714,0.6715,0.6709
17/02/2020 5:00,0.6712,0.6722,0.6725,0.6712
17/02/2020 9:00,0.6722,0.6725,0.673,0.6715
17/02/2020 13:00,0.6725,0.6731,0.6733,0.6723
17/02/2020 17:00,0.6731,0.6726,0.6731,0.6721
17/02/2020 21:00,0.6726,0.6718,0.6729,0.6715
18/02/2020 1:00,0.6718,0.6718,0.6724,0.6713
18/02/2020 5:00,0.6718,0.6714,0.672,0.6712
18/02/2020 9:00,0.6714,0.6691,0.6716,0.6688
18/02/2020 13:00,0.6691,0.6691,0.6694,0.6684
18/02/2020 17:00,0.6691,0.6677,0.6694,0.6674
18/02/2020 21:00,0.6677,0.6682,0.6688,0.6675
19/02/2020 1:00,0.6682,0.669,0.6699,0.6676
19/02/2020 5:00,0.669,0.6686,0.669,0.6683
19/02/2020 9:00,0.6686,0.6688,0.6695,0.6684
19/02/2020 13:00,0.6688,0.6694,0.6701,0.6688
19/02/2020 17:00,0.6694,0.67,0.6708,0.6691
19/02/2020 21:00,0.67,0.6681,0.67,0.6678
20/02/2020 1:00,0.6681,0.667,0.6683,0.6665
20/02/2020 5:00,0.667,0.6675,0.6679,0.667
20/02/2020 9:00,0.6674,0.6647,0.6695,0.6641
20/02/2020 13:00,0.6647,0.6652,0.6655,0.663
20/02/2020 17:00,0.6652,0.6635,0.6652,0.6622
20/02/2020 21:00,0.6635,0.6619,0.6637,0.6616
21/02/2020 1:00,0.6619,0.6618,0.6636,0.661
21/02/2020 5:00,0.6618,0.6615,0.662,0.6612
21/02/2020 9:00,0.6615,0.6611,0.6624,0.661
21/02/2020 13:00,0.6611,0.66,0.6612,0.6592
21/02/2020 17:00,0.6601,0.6593,0.6605,0.6586
21/02/2020 21:00,0.6593,0.6605,0.6608,0.6592
22/02/2020 1:00,0.6605,0.663,0.6639,0.6598
22/02/2020 5:00,0.663,0.6627,0.6633,0.6623
24/02/2020 5:00,0.6626,0.6586,0.663,0.6585
24/02/2020 9:00,0.6586,0.661,0.662,0.6586
24/02/2020 13:00,0.661,0.6597,0.6614,0.6597
24/02/2020 17:00,0.6597,0.6593,0.6605,0.6587
24/02/2020 21:00,0.6593,0.6596,0.6606,0.6588
25/02/2020 1:00,0.6596,0.6618,0.662,0.6595
25/02/2020 5:00,0.6618,0.6605,0.6619,0.6597
25/02/2020 9:00,0.6604,0.6616,0.6621,0.66
25/02/2020 13:00,0.6616,0.6611,0.6623,0.6608
25/02/2020 17:00,0.6611,0.6596,0.662,0.6596
25/02/2020 21:00,0.6596,0.6589,0.6603,0.6588
26/02/2020 1:00,0.6589,0.6604,0.6608,0.6586
26/02/2020 5:00,0.6604,0.6604,0.6605,0.6595
26/02/2020 9:00,0.6604,0.6593,0.6606,0.6588
26/02/2020 13:00,0.6593,0.659,0.6607,0.6589
26/02/2020 17:00,0.659,0.6575,0.659,0.657
26/02/2020 21:00,0.6575,0.6564,0.658,0.6562
27/02/2020 1:00,0.6564,0.6554,0.6578,0.6552
27/02/2020 5:00,0.6554,0.6544,0.656,0.6543
27/02/2020 9:00,0.6544,0.6548,0.6556,0.6544
27/02/2020 13:00,0.6548,0.6554,0.6562,0.6547
27/02/2020 17:00,0.6554,0.6572,0.6578,0.6546
27/02/2020 21:00,0.6572,0.6576,0.6581,0.6567
28/02/2020 1:00,0.6576,0.6582,0.6592,0.6572
28/02/2020 5:00,0.6582,0.6569,0.659,0.6568
28/02/2020 9:00,0.6569,0.656,0.6585,0.6557
28/02/2020 13:00,0.656,0.6523,0.6565,0.6516
28/02/2020 17:00,0.6523,0.6528,0.6546,0.6518
28/02/2020 21:00,0.6528,0.6503,0.653,0.6494
29/02/2020 1:00,0.6503,0.649,0.6512,0.6434
29/02/2020 5:00,0.649,0.6515,0.6533,0.6478
2/03/2020 5:00,0.6487,0.6467,0.6487,0.646
2/03/2020 9:00,0.6467,0.6517,0.6529,0.6466
2/03/2020 13:00,0.6517,0.6521,0.6546,0.6513
2/03/2020 17:00,0.6521,0.6549,0.6568,0.6521
2/03/2020 21:00,0.6549,0.6544,0.656,0.6526
3/03/2020 1:00,0.6544,0.6534,0.6551,0.6512
3/03/2020 5:00,0.6534,0.6537,0.6547,0.6521
3/03/2020 9:00,0.6535,0.6513,0.6549,0.651
3/03/2020 13:00,0.6513,0.6542,0.6566,0.6513
3/03/2020 17:00,0.6542,0.6561,0.6564,0.654
3/03/2020 21:00,0.6561,0.6572,0.6575,0.6556
4/03/2020 1:00,0.6572,0.6609,0.6645,0.6571
4/03/2020 5:00,0.6609,0.6584,0.6612,0.6581
4/03/2020 9:00,0.6584,0.6594,0.6615,0.6577
4/03/2020 13:00,0.6594,0.6597,0.6615,0.6593
4/03/2020 17:00,0.6597,0.6612,0.6615,0.6591
4/03/2020 21:00,0.6612,0.6616,0.6628,0.6611
5/03/2020 1:00,0.6616,0.661,0.6623,0.6603
5/03/2020 5:00,0.661,0.6627,0.6627,0.661
5/03/2020 9:00,0.6627,0.6616,0.663,0.6607
5/03/2020 13:00,0.6616,0.6626,0.6627,0.6612
5/03/2020 17:00,0.6626,0.6635,0.6635,0.6622
5/03/2020 21:00,0.6635,0.66,0.6637,0.6598
6/03/2020 1:00,0.66,0.6594,0.6608,0.6584
6/03/2020 5:00,0.6594,0.6614,0.6619,0.6589
6/03/2020 9:00,0.6614,0.6606,0.6624,0.66
6/03/2020 13:00,0.6606,0.6597,0.6606,0.6585
6/03/2020 17:00,0.6597,0.6637,0.6649,0.6596
6/03/2020 21:00,0.6637,0.6631,0.6658,0.6623
7/03/2020 1:00,0.6631,0.6632,0.6646,0.6625
7/03/2020 5:00,0.6632,0.6636,0.6646,0.6628
9/03/2020 4:00,0.663,0.6607,0.6634,0.6605
9/03/2020 8:00,0.6608,0.6612,0.6625,0.6595
9/03/2020 12:00,0.6612,0.6532,0.6614,0.6313
9/03/2020 16:00,0.6532,0.6592,0.6598,0.6523
9/03/2020 20:00,0.6592,0.6615,0.6617,0.6582
10/03/2020 0:00,0.6615,0.6619,0.6685,0.6589
10/03/2020 4:00,0.6619,0.6587,0.6624,0.658
10/03/2020 8:00,0.6587,0.6583,0.6613,0.6574
10/03/2020 12:00,0.6583,0.6566,0.6599,0.655
10/03/2020 16:00,0.6566,0.6572,0.6579,0.6545
10/03/2020 20:00,0.6572,0.655,0.6581,0.6548
11/03/2020 0:00,0.655,0.6467,0.6564,0.6463
11/03/2020 4:00,0.6467,0.6505,0.6513,0.6464
11/03/2020 8:00,0.6505,0.649,0.6514,0.648
11/03/2020 12:00,0.649,0.651,0.6518,0.649
11/03/2020 16:00,0.651,0.6523,0.6536,0.6494
11/03/2020 20:00,0.6523,0.6519,0.6539,0.6516
12/03/2020 0:00,0.6519,0.6511,0.6537,0.6498
12/03/2020 4:00,0.6511,0.6484,0.6522,0.6482
12/03/2020 8:00,0.6484,0.6471,0.6492,0.6466
12/03/2020 12:00,0.6471,0.6457,0.6474,0.6451
12/03/2020 16:00,0.6457,0.6436,0.6463,0.6435
12/03/2020 20:00,0.6436,0.6348,0.6436,0.6347
13/03/2020 0:00,0.6348,0.6353,0.6367,0.6266
13/03/2020 4:00,0.6353,0.6236,0.6386,0.6213
13/03/2020 8:00,0.6236,0.6289,0.6314,0.6232
13/03/2020 12:00,0.6289,0.6305,0.6326,0.6273
13/03/2020 16:00,0.6305,0.6291,0.6323,0.6274
13/03/2020 20:00,0.6291,0.6286,0.6314,0.6283
14/03/2020 0:00,0.6286,0.6154,0.6302,0.6136
14/03/2020 4:00,0.6154,0.6203,0.6242,0.6124
16/03/2020 4:00,0.6151,0.6143,0.6162,0.6121
16/03/2020 8:00,0.6143,0.6161,0.6307,0.6109
16/03/2020 12:00,0.6161,0.6175,0.6183,0.6096
16/03/2020 16:00,0.6175,0.6176,0.6185,0.6125
16/03/2020 20:00,0.6176,0.6114,0.6183,0.6105
17/03/2020 0:00,0.6114,0.6143,0.6167,0.6079
17/03/2020 4:00,0.6143,0.6117,0.6147,0.6096
17/03/2020 8:00,0.6117,0.6114,0.6126,0.609
17/03/2020 12:00,0.6114,0.6121,0.6149,0.6099
17/03/2020 16:00,0.6121,0.6066,0.6123,0.6064
17/03/2020 20:00,0.6066,0.6004,0.607,0.5982
18/03/2020 0:00,0.6005,0.5966,0.6038,0.5959
18/03/2020 4:00,0.5966,0.6,0.6008,0.5963
18/03/2020 8:00,0.5999,0.5994,0.6026,0.5982
18/03/2020 12:00,0.5994,0.6017,0.6022,0.5983
18/03/2020 16:00,0.6017,0.593,0.6028,0.5921
18/03/2020 20:00,0.593,0.5896,0.5964,0.5894
19/03/2020 0:00,0.5896,0.5784,0.5903,0.5781
19/03/2020 4:00,0.5784,0.5773,0.5808,0.5702
19/03/2020 8:00,0.5773,0.5718,0.5816,0.5717
19/03/2020 12:00,0.5718,0.557,0.5725,0.551
19/03/2020 16:00,0.557,0.5711,0.5795,0.5562
19/03/2020 20:00,0.5711,0.5751,0.5765,0.5692
20/03/2020 0:00,0.5751,0.5854,0.5964,0.5751
20/03/2020 4:00,0.5854,0.5743,0.5855,0.5738
20/03/2020 8:00,0.5743,0.579,0.5804,0.5665
20/03/2020 12:00,0.579,0.5852,0.5911,0.5784
20/03/2020 16:00,0.5852,0.5946,0.5985,0.5848
20/03/2020 20:00,0.5946,0.5862,0.5946,0.5858
21/03/2020 0:00,0.5862,0.5813,0.5897,0.5782
21/03/2020 4:00,0.5813,0.5785,0.5839,0.5747
23/03/2020 4:00,0.579,0.5807,0.5818,0.5768
23/03/2020 8:00,0.5808,0.5723,0.5825,0.5705
23/03/2020 12:00,0.5723,0.5762,0.5775,0.5701
23/03/2020 16:00,0.5762,0.576,0.5809,0.5747
23/03/2020 20:00,0.576,0.582,0.5846,0.5723
24/03/2020 0:00,0.582,0.5795,0.5838,0.5739
24/03/2020 4:00,0.5795,0.5838,0.5838,0.5778
24/03/2020 8:00,0.5838,0.59,0.5903,0.5812
24/03/2020 12:00,0.59,0.5912,0.5945,0.59
24/03/2020 16:00,0.5912,0.5939,0.5975,0.5888
24/03/2020 20:00,0.5939,0.5901,0.5967,0.5865
25/03/2020 0:00,0.5901,0.5929,0.5964,0.5887
25/03/2020 4:00,0.5929,0.5958,0.5958,0.5889
25/03/2020 8:00,0.5958,0.596,0.599,0.5936
25/03/2020 12:00,0.596,0.6006,0.6009,0.5953
25/03/2020 16:00,0.6006,0.6063,0.6074,0.5995
25/03/2020 20:00,0.6063,0.6011,0.6069,0.5992
26/03/2020 0:00,0.6011,0.5963,0.6026,0.5931
26/03/2020 4:00,0.5963,0.5959,0.5977,0.5952
26/03/2020 8:00,0.5959,0.5897,0.596,0.5892
26/03/2020 12:00,0.5897,0.5932,0.5935,0.5871
26/03/2020 16:00,0.5932,0.5954,0.596,0.5906
26/03/2020 20:00,0.5954,0.6026,0.6029,0.5953
27/03/2020 0:00,0.6026,0.6069,0.6071,0.601
27/03/2020 4:00,0.6069,0.6063,0.6088,0.604
27/03/2020 8:00,0.6063,0.6055,0.6083,0.6036
27/03/2020 12:00,0.6055,0.6104,0.6126,0.6044
27/03/2020 16:00,0.6104,0.6064,0.6126,0.6048
27/03/2020 20:00,0.6064,0.6024,0.6096,0.6024
28/03/2020 0:00,0.6024,0.6146,0.6157,0.6023
28/03/2020 4:00,0.6146,0.6168,0.62,0.6138
30/03/2020 4:00,0.6162,0.6158,0.6193,0.6139
30/03/2020 8:00,0.6159,0.6148,0.6184,0.6114
30/03/2020 12:00,0.6148,0.6149,0.6164,0.6126
30/03/2020 16:00,0.6149,0.6153,0.617,0.6113
30/03/2020 20:00,0.6153,0.6123,0.6162,0.6112
31/03/2020 0:00,0.6123,0.6164,0.6173,0.612
31/03/2020 4:00,0.6164,0.6174,0.6178,0.6145
31/03/2020 8:00,0.6174,0.6153,0.6194,0.6078
31/03/2020 12:00,0.6153,0.6176,0.6201,0.6144
31/03/2020 16:00,0.6176,0.6146,0.6214,0.6145
31/03/2020 20:00,0.6146,0.6103,0.6152,0.6082
1/04/2020 0:00,0.6103,0.6101,0.6152,0.6089
1/04/2020 4:00,0.6101,0.6131,0.6158,0.6083
1/04/2020 8:00,0.6131,0.6139,0.6159,0.6109
1/04/2020 12:00,0.6139,0.6125,0.6139,0.6112
1/04/2020 16:00,0.6125,0.6076,0.6127,0.6052
1/04/2020 20:00,0.6076,0.6048,0.6085,0.6048
2/04/2020 0:00,0.6048,0.6087,0.6185,0.6039
2/04/2020 4:00,0.6087,0.6071,0.6087,0.6063
2/04/2020 8:00,0.6071,0.6085,0.6092,0.6065
2/04/2020 12:00,0.6085,0.6081,0.6094,0.6064
2/04/2020 16:00,0.6081,0.6099,0.6119,0.6074
2/04/2020 20:00,0.6099,0.6037,0.6112,0.6033
3/04/2020 0:00,0.6037,0.6042,0.6077,0.6007
3/04/2020 4:00,0.6042,0.6061,0.6069,0.6028
3/04/2020 8:00,0.6061,0.6053,0.6068,0.6046
3/04/2020 12:00,0.6053,0.6072,0.6072,0.605
3/04/2020 16:00,0.6072,0.6019,0.6076,0.6014
3/04/2020 20:00,0.6019,0.5994,0.602,0.598
4/04/2020 0:00,0.5994,0.5999,0.6026,0.599
4/04/2020 4:00,0.5999,0.5997,0.6006,0.5989
6/04/2020 3:00,0.6009,0.6015,0.6024,0.599
6/04/2020 7:00,0.6014,0.6035,0.6049,0.5991
6/04/2020 11:00,0.6035,0.6012,0.6037,0.6006
6/04/2020 15:00,0.6012,0.6061,0.6062,0.6012
6/04/2020 19:00,0.6061,0.6084,0.6086,0.6055
6/04/2020 23:00,0.6084,0.6096,0.6106,0.6065
7/04/2020 3:00,0.6096,0.6088,0.6097,0.6081
7/04/2020 7:00,0.6088,0.6103,0.6122,0.6076
7/04/2020 11:00,0.6103,0.6147,0.6154,0.6101
7/04/2020 15:00,0.6147,0.6168,0.6194,0.6133
7/04/2020 19:00,0.6168,0.6196,0.6208,0.6166
7/04/2020 23:00,0.6196,0.62,0.6208,0.6165
8/04/2020 3:00,0.62,0.617,0.6202,0.6168
8/04/2020 7:00,0.617,0.6134,0.6177,0.6123
8/04/2020 11:00,0.6134,0.6133,0.615,0.6126
8/04/2020 15:00,0.6133,0.6137,0.6152,0.6116
8/04/2020 19:00,0.6137,0.6183,0.619,0.6134
8/04/2020 23:00,0.6183,0.6226,0.6239,0.6183
9/04/2020 3:00,0.6226,0.623,0.6245,0.6221
9/04/2020 7:00,0.623,0.6246,0.625,0.6225
9/04/2020 11:00,0.6246,0.623,0.6246,0.6209
9/04/2020 15:00,0.623,0.6224,0.6247,0.6195
9/04/2020 19:00,0.6224,0.6276,0.628,0.622
9/04/2020 23:00,0.6275,0.6309,0.6316,0.6272
10/04/2020 3:00,0.6309,0.634,0.6363,0.6308
10/04/2020 7:00,0.634,0.6319,0.6341,0.6313
10/04/2020 11:00,0.6319,0.6344,0.6348,0.6315
10/04/2020 15:00,0.6344,0.635,0.6368,0.6336
10/04/2020 19:00,0.635,0.635,0.6355,0.6338
10/04/2020 23:00,0.635,0.6349,0.6351,0.6343
11/04/2020 3:00,0.6349,0.6349,0.6356,0.6347
13/04/2020 3:00,0.6351,0.6347,0.6359,0.6343
13/04/2020 7:00,0.6348,0.6336,0.6358,0.6327
13/04/2020 11:00,0.6336,0.6339,0.6343,0.6331
13/04/2020 15:00,0.6339,0.6344,0.6362,0.6334
13/04/2020 19:00,0.6344,0.6368,0.6375,0.6332
13/04/2020 23:00,0.6368,0.6383,0.6389,0.636
14/04/2020 3:00,0.6383,0.6382,0.6409,0.6381
14/04/2020 7:00,0.6382,0.6399,0.6406,0.6376
