dateime,open,close,low,high
2020-06-11 08:00:00,1.13629,1.13891,1.13579,1.13903
2020-06-11 09:00:00,1.13891,1.13828,1.13811,1.14011
2020-06-11 10:00:00,1.13828,1.13718,1.13698,1.13848
2020-06-11 11:00:00,1.13718,1.13551,1.13527,1.13743
2020-06-11 12:00:00,1.13551,1.1356,1.13357,1.1358
2020-06-11 13:00:00,1.1356,1.13772,1.13501,1.1378
2020-06-11 14:00:00,1.13772,1.13805,1.13714,1.14031
2020-06-11 15:00:00,1.13805,1.13782,1.13618,1.13979
2020-06-11 16:00:00,1.13782,1.13611,1.13609,1.13831
2020-06-11 17:00:00,1.13611,1.13176,1.13069,1.13611
2020-06-11 18:00:00,1.13176,1.13003,1.12973,1.13252
2020-06-11 19:00:00,1.13003,1.12986,1.12917,1.13137
2020-06-11 20:00:00,1.12986,1.12984,1.12881,1.13025
2020-06-11 21:00:00,1.12984,1.12908,1.12899,1.13002
2020-06-11 22:00:00,1.12908,1.12982,1.12864,1.12982
2020-06-11 23:00:00,1.12982,1.12876,1.12871,1.12994
2020-06-12 00:00:00,1.12876,1.12824,1.12797,1.12935
2020-06-12 01:00:00,1.12824,1.12861,1.12759,1.12887
2020-06-12 02:00:00,1.12861,1.12883,1.12849,1.12973
2020-06-12 03:00:00,1.12883,1.12931,1.12868,1.12973
2020-06-12 04:00:00,1.12931,1.12965,1.12906,1.12973
2020-06-12 05:00:00,1.12965,1.13106,1.12927,1.13131
2020-06-12 06:00:00,1.13106,1.13038,1.12964,1.13155
2020-06-12 07:00:00,1.13038,1.1321,1.12967,1.13212
2020-06-12 08:00:00,1.1321,1.1324,1.13194,1.134
2020-06-12 09:00:00,1.1324,1.13213,1.13095,1.13262
2020-06-12 10:00:00,1.13213,1.13021,1.1295,1.13271
2020-06-12 11:00:00,1.13021,1.13089,1.1292,1.13177
2020-06-12 12:00:00,1.13089,1.13047,1.12935,1.13152
2020-06-12 13:00:00,1.13047,1.13009,1.12907,1.13224
2020-06-12 14:00:00,1.13009,1.12456,1.12378,1.13048
2020-06-12 15:00:00,1.12456,1.12512,1.12329,1.12579
2020-06-12 16:00:00,1.12512,1.12356,1.12342,1.1256
2020-06-12 17:00:00,1.12356,1.12234,1.12119,1.12441
2020-06-12 18:00:00,1.12234,1.12304,1.12204,1.12331
2020-06-12 19:00:00,1.12304,1.12523,1.12303,1.12527
2020-06-12 20:00:00,1.12523,1.12542,1.12517,1.12616
2020-06-14 19:00:00,1.12425,1.12375,1.12355,1.12425
2020-06-14 20:00:00,1.12375,1.12323,1.12261,1.12401
2020-06-14 21:00:00,1.12323,1.12403,1.12323,1.12467
2020-06-14 22:00:00,1.12403,1.12465,1.12259,1.12511
2020-06-14 23:00:00,1.12465,1.12512,1.12422,1.12577
2020-06-15 00:00:00,1.12512,1.12456,1.12444,1.12605
2020-06-15 01:00:00,1.12456,1.12586,1.1243,1.12599
2020-06-15 02:00:00,1.12586,1.12522,1.12508,1.12601
2020-06-15 03:00:00,1.12522,1.12629,1.12519,1.12637
2020-06-15 04:00:00,1.12629,1.126,1.12586,1.12679
2020-06-15 05:00:00,1.126,1.12408,1.12365,1.12612
2020-06-15 06:00:00,1.12408,1.12304,1.12262,1.12478
2020-06-15 07:00:00,1.12304,1.12436,1.12295,1.12498
2020-06-15 08:00:00,1.12436,1.12659,1.12413,1.1267
2020-06-15 09:00:00,1.12659,1.12487,1.12435,1.12659
2020-06-15 10:00:00,1.12487,1.12456,1.12444,1.12596
2020-06-15 11:00:00,1.12456,1.12572,1.12397,1.12672
2020-06-15 12:00:00,1.12572,1.12471,1.12455,1.12603
2020-06-15 13:00:00,1.12471,1.12768,1.12432,1.1284
2020-06-15 14:00:00,1.12768,1.12732,1.12688,1.12889
2020-06-15 15:00:00,1.12732,1.1269,1.12595,1.12772
2020-06-15 16:00:00,1.1269,1.12847,1.12679,1.12874
2020-06-15 17:00:00,1.12847,1.1298,1.12815,1.13007
2020-06-15 18:00:00,1.1298,1.13143,1.1298,1.1332
2020-06-15 19:00:00,1.13143,1.13138,1.13067,1.13232
2020-06-15 20:00:00,1.13138,1.1322,1.13121,1.13226
2020-06-15 21:00:00,1.1322,1.13244,1.13179,1.13257
2020-06-15 22:00:00,1.13244,1.13287,1.1319,1.13305
2020-06-15 23:00:00,1.13287,1.1337,1.13252,1.13375
2020-06-16 00:00:00,1.1337,1.13331,1.13296,1.13393
2020-06-16 01:00:00,1.13331,1.13278,1.13269,1.13392
2020-06-16 02:00:00,1.13278,1.13448,1.13276,1.13478
2020-06-16 03:00:00,1.13448,1.1339,1.13373,1.13472
2020-06-16 04:00:00,1.1339,1.13322,1.13316,1.13391
2020-06-16 05:00:00,1.13322,1.13355,1.13316,1.13464
2020-06-16 06:00:00,1.13355,1.13457,1.13272,1.13466
2020-06-16 07:00:00,1.13457,1.13223,1.13202,1.13528
2020-06-16 08:00:00,1.13223,1.13358,1.13144,1.13466
2020-06-16 09:00:00,1.13358,1.13331,1.13215,1.13406
2020-06-16 10:00:00,1.13331,1.1315,1.13098,1.13345
2020-06-16 11:00:00,1.1315,1.13032,1.12942,1.13193
2020-06-16 12:00:00,1.13032,1.13012,1.12943,1.13186
2020-06-16 13:00:00,1.13012,1.12696,1.12655,1.13025
2020-06-16 14:00:00,1.12696,1.12374,1.12311,1.12744
2020-06-16 15:00:00,1.12374,1.12566,1.12272,1.12636
2020-06-16 16:00:00,1.12566,1.12678,1.1254,1.12727
2020-06-16 17:00:00,1.12678,1.12623,1.12575,1.12683
2020-06-16 18:00:00,1.12623,1.12718,1.12594,1.12719
2020-06-16 19:00:00,1.12718,1.12611,1.12561,1.12719
2020-06-16 20:00:00,1.12611,1.12621,1.12567,1.12635
2020-06-16 21:00:00,1.12621,1.12607,1.12531,1.12647
2020-06-16 22:00:00,1.12607,1.12586,1.12527,1.12615
2020-06-16 23:00:00,1.12586,1.12644,1.12585,1.12657
2020-06-17 00:00:00,1.12644,1.1267,1.12551,1.12728
2020-06-17 01:00:00,1.1267,1.12647,1.12597,1.12724
2020-06-17 02:00:00,1.12647,1.12639,1.12542,1.12677
2020-06-17 03:00:00,1.12639,1.12639,1.1261,1.12673
2020-06-17 04:00:00,1.12639,1.12707,1.12625,1.12725
2020-06-17 05:00:00,1.12707,1.12729,1.12693,1.12793
2020-06-17 06:00:00,1.12729,1.12798,1.12714,1.1285
2020-06-17 07:00:00,1.12798,1.12661,1.12654,1.12933
2020-06-17 08:00:00,1.12661,1.12569,1.12501,1.12749
2020-06-17 09:00:00,1.12569,1.12288,1.12237,1.12596
2020-06-17 10:00:00,1.12288,1.12414,1.12284,1.12483
2020-06-17 11:00:00,1.12414,1.12304,1.12291,1.12542
2020-06-17 12:00:00,1.12304,1.12363,1.12222,1.12441
2020-06-17 13:00:00,1.12363,1.12195,1.12136,1.1248
2020-06-17 14:00:00,1.12195,1.12189,1.12065,1.12372
2020-06-17 15:00:00,1.12189,1.12178,1.12086,1.12302
2020-06-17 16:00:00,1.12178,1.12302,1.12151,1.12333
2020-06-17 17:00:00,1.12302,1.12362,1.12296,1.12395
2020-06-17 18:00:00,1.12362,1.12299,1.12289,1.12368
2020-06-17 19:00:00,1.12299,1.12383,1.12281,1.12392
2020-06-17 20:00:00,1.12383,1.12424,1.12344,1.12455
2020-06-17 21:00:00,1.12424,1.12413,1.12401,1.12464
2020-06-17 22:00:00,1.12413,1.1244,1.12406,1.12471
2020-06-17 23:00:00,1.1244,1.12413,1.12372,1.12457
2020-06-18 00:00:00,1.12413,1.12406,1.1238,1.12496
2020-06-18 01:00:00,1.12406,1.12347,1.12243,1.12492
2020-06-18 02:00:00,1.12347,1.12389,1.12313,1.124
2020-06-18 03:00:00,1.12389,1.12488,1.12389,1.12511
2020-06-18 04:00:00,1.12488,1.12548,1.12439,1.12607
2020-06-18 05:00:00,1.12548,1.12503,1.1247,1.12591
2020-06-18 06:00:00,1.12503,1.12534,1.12441,1.12584
2020-06-18 07:00:00,1.12534,1.12425,1.12395,1.12572
2020-06-18 08:00:00,1.12425,1.12486,1.12294,1.12596
2020-06-18 09:00:00,1.12486,1.125,1.12446,1.12608
2020-06-18 10:00:00,1.125,1.12544,1.12385,1.12553
2020-06-18 11:00:00,1.12544,1.12337,1.12293,1.12581
2020-06-18 12:00:00,1.12337,1.12268,1.12137,1.12341
2020-06-18 13:00:00,1.12268,1.12121,1.12106,1.12312
2020-06-18 14:00:00,1.12121,1.12206,1.12018,1.12258
2020-06-18 15:00:00,1.12206,1.12148,1.12105,1.12321
2020-06-18 16:00:00,1.12148,1.11927,1.11917,1.12168
2020-06-18 17:00:00,1.11927,1.12032,1.1185,1.12044
2020-06-18 18:00:00,1.12032,1.12081,1.11988,1.12082
2020-06-18 19:00:00,1.12081,1.1202,1.12014,1.12124
2020-06-18 20:00:00,1.1202,1.12051,1.11991,1.12093
2020-06-18 21:00:00,1.12051,1.12022,1.1197,1.12051
2020-06-18 22:00:00,1.12022,1.12084,1.1202,1.12091
2020-06-18 23:00:00,1.12084,1.12073,1.12065,1.12128
2020-06-19 00:00:00,1.12073,1.12031,1.11986,1.12077
2020-06-19 01:00:00,1.12031,1.12054,1.11984,1.12099
2020-06-19 02:00:00,1.12054,1.12101,1.12036,1.12101
2020-06-19 03:00:00,1.12101,1.12139,1.12079,1.1214
2020-06-19 04:00:00,1.12139,1.12128,1.12106,1.12156
2020-06-19 05:00:00,1.12128,1.12141,1.12118,1.12164
2020-06-19 06:00:00,1.12141,1.12161,1.1205,1.12212
2020-06-19 07:00:00,1.12161,1.12121,1.12043,1.1218
2020-06-19 08:00:00,1.12121,1.12155,1.12029,1.12189
2020-06-19 09:00:00,1.12155,1.1215,1.12094,1.1218
2020-06-19 10:00:00,1.1215,1.12033,1.11937,1.1215
2020-06-19 11:00:00,1.12033,1.12095,1.11949,1.12101
2020-06-19 12:00:00,1.12095,1.12374,1.12012,1.12538
2020-06-19 13:00:00,1.12374,1.12176,1.12158,1.12417
2020-06-19 14:00:00,1.12176,1.11829,1.11677,1.12321
2020-06-19 15:00:00,1.11829,1.11877,1.11789,1.12143
2020-06-19 16:00:00,1.11877,1.11919,1.11807,1.11959
2020-06-19 17:00:00,1.11919,1.11878,1.11858,1.11931
2020-06-19 18:00:00,1.11878,1.11847,1.11741,1.11892
2020-06-19 19:00:00,1.11847,1.11858,1.11826,1.11887
2020-06-19 20:00:00,1.11858,1.11727,1.11713,1.11876
